name,ra,decl,spt,sptnum,plx,plx_err,pmra,pmdec,pmtot,radvel,radvel_err,GAIA_G,GAIA_Ge,GAIA_B,GAIA_Be,GAIA_R,GAIA_Re,2MASS_J,2MASS_Je,2MASS_H,2MASS_He,2MASS_KS,2MASS_KSe,SDSS_G,SDSS_R,SDSS_I,SDSS_Z,PANSTARRS_Ge,PANSTARRS_Re,PANSTARRS_Ie,PANSTARRS_Ze,PANSTARRS_Y,PANSTARRS_Ye,WISE_W1,WISE_W1e,WISE_W2,WISE_W2e,WISE_W3,WISE_W3e,WISE_W4,WISE_W4e,MKO_Y,MKO_Ye,MKO_J,MKO_Je,MKO_H,MKO_He,MKO_K,MKO_Ke,PANSTARRS_G,PANSTARRS_R,PANSTARRS_I,PANSTARRS_Z,PANSTARRS_Y
ULAS J020529.62+142114.0,31.3739,14.3538,T1,21,,,-161.1,0.2,161.1001241,,,,,,,,,,,,,,,,,,,,,,,20.17,0.06,16.253,0.063,15.296,0.086,12.23,,8.751,,19.141,0.065,17.993,0.039,17.266,0.034,16.932,0.064,,,,,19.53600008
ULAS J095606.72+082115.7,149.028,8.3542,L5,15,,,-20.1,43.7,48.10093554,,,,,,,,,,,,,,,,,,,,,,0.07,20.17,0.04,15.623,0.047,15.357,0.106,12.161,,8.904,,19.302,0.063,17.982,0.034,17.097,0.031,16.464,0.031,,,,20.52999969,19.53600008
ULAS J013619.79+071737.9,24.0825,7.2938,L4:,14,,,42.7,27,50.52019398,,,,,,,,,,,,,,,,,,,,,0.14,0.11,20.16,0.05,15.85,0.052,15.314,0.096,12.713,,9.166,,19.46,0.087,18.009,0.044,17.101,0.044,16.474,0.04,,,22.50000084,20.90000053,19.52599985
ULAS J090710.26-022145.7,136.7927,-2.3626,L4:,14,,,-34.9,-11,36.59248557,,,,,,,,,,,,,,,,,,,,,0.13,0.08,20.16,0.06,15.586,0.044,15.251,0.091,12.044,,8.88,,19.216,0.075,17.926,0.042,17.012,0.032,16.313,0.038,,,22.42000092,20.57000061,19.52599985
ULAS J145231.11+033944.0,223.1297,3.6622,L0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,20.15,0.09,16.008,0.051,15.856,0.143,12.478,,8.831,,19.368,0.114,18.066,0.058,17.194,0.054,16.514,0.051,,,,20.74000069,19.51599962
ULAS J012906.88+011350.4,22.2787,1.2307,L6,16,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.11,20.14,0.11,15.5,0.043,14.971,0.068,12.753,,9.216,,19.315,0.108,18.138,0.073,17.229,0.06,16.275,0.039,,,22.33000076,20.66999908,19.50599939
ULAS J122111.67+122217.0,185.2989,12.3715,L4,14,,,-120.3,-34.3,125.0942844,,,,,,,,,,,,,,,,,,,,,,0.11,20.14,0.01,15.661,0.05,15.241,0.097,12.524,,8.643,0.414,19.391,0.091,17.974,0.041,17.092,0.031,16.312,0.031,,,,20.72000023,19.50599939
ULAS J083258.66+011241.9,128.2444,1.2121,L1.5,11.5,,,3.9,-157.7,157.7482171,,,,,,,,,,,,,,,,,,,,,0.07,0.06,20.13,0.08,,,,,,,,,19.256,0.07,17.997,0.045,17.138,0.053,16.549,0.044,,,22.02999962,20.51999947,19.49599916
ULAS J115229.68+035927.3,178.1235,3.9908,T6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.13,0.1,16.852,0.106,15.142,0.083,12.481,0.497,8.997,,18.54,0.031,17.279,0.018,17.701,0.047,17.775,0.123,,,,,19.49599916
ULAS J115338.74-014724.1,178.411,-1.79,T6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.12,0.18,17.769,0.23,16.063,0.204,11.874,,8.558,,19.1,0.03,17.59,0.02,17.97,0.02,17.83,0.02,,,,,19.48600084
WISE J125448.52-072828.4,193.7018,-7.4742,T7,27,24.3,1.6,73.9,-156.2,172.7994502,,,,,,,,,,,,,,,,,,,,,,,20.12,0.06,16.776,0.103,14.847,0.076,12.278,,9.032,,18.414,0.055,17.3,0.01,17.63,0.03,17.398,0.066,,,,,19.48600084
WISE J003830.54+840517.7,9.6279,84.0882,T6,26,,,,,,,,,,,,,,17.53,0.06,17.06,0.11,16.5,,,,,,,,,,20.11,0.13,17.315,0.108,15.225,0.061,13.003,,9.397,,,,,,,,,,,,,,19.47600061
ULAS J014103.30+131832.6,25.2638,13.3091,L3.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.06,20.11,0.06,,,,,,,,,19.454,0.094,17.946,0.041,17.095,0.052,16.578,0.044,,,22.42000092,20.55000015,19.47600061
CFBDS J030130.53-104504.3,45.377,-10.7512,T6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,20.11,0.06,16.827,0.083,15.253,0.083,12.632,,9.343,,,,,,,,,,,,,21.46,19.47600061
ULAS J032920.22+043024.5,52.3344,4.5067,T5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.11,0.15,17.502,0.195,15.145,0.088,12.507,,9.059,,18.55,0.02,17.55,0.02,17.89,0.02,18.4,0.04,,,,,19.47600061
ULAS J113151.32-003620.8,172.9638,-0.6059,L0,10,,,-16.6,46.5,49.37418354,,,,,,,,,,,,,,,,,,,,,,0.05,20.11,0.04,16.595,0.088,15.895,0.165,12.574,,8.349,,19.277,0.08,18.078,0.052,17.475,0.042,16.908,0.061,,,,20.60999962,19.47600061
ULAS J123845.96+124737.7,189.6915,12.7936,T3,23,,,9.3,106.7,107.1045284,,,,,,,,,,,,,,,,,,,,,,0.06,20.11,0.07,15.958,0.053,15.404,0.122,12.479,,8.941,,18.779,0.068,17.719,0.037,17.098,0.037,16.668,0.051,,,,21.08999916,19.47600061
ULAS J013807.67-010417.0,24.5319,-1.0713,L1.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.05,20.08,0.04,16.192,0.062,15.724,0.134,11.956,,8.99,,19.32,0.114,18.006,0.054,17.332,0.036,16.637,0.053,,,22.14000023,20.44999977,19.44599992
ULAS J024703.40-010700.8,41.7641,-1.1171,L4.5,14.5,,,69.4,48.3,84.55323767,,,,,,,,,,,,,,,,,,,,,0.13,0.07,20.08,0.06,15.364,0.039,14.984,0.077,12.062,,9.069,,19.192,0.089,17.766,0.045,16.827,0.036,15.993,0.027,,,22.25999916,20.46,19.44599992
ULAS J082155.49+250939.6,125.4811,25.161,T4.5,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.07,0.15,16.916,0.103,15.615,0.121,12.343,,9.055,,18.61,0.043,17.231,0.015,17.24,0.01,17.232,0.095,,,,,19.43599969
ULAS J095401.45+092213.7,148.5061,9.3704,T2.5,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,20.07,0.08,16.093,0.059,15.256,0.099,12.439,,8.946,,18.899,0.054,17.705,0.023,17.333,0.036,16.86,0.047,,,,21.00999924,19.43599969
ULAS J120943.05+065333.0,182.4292,6.8927,L9,19,,,116.6,-66.6,134.280006,,,,,,,,,,,,,,,,,,,,,,0.18,20.07,0.15,15.668,0.046,15.18,0.088,12.194,,8.636,,19.461,0.091,18.097,0.049,17.166,0.055,16.59,0.053,,,,20.51999947,19.43599969
ULAS J010531.78+142931.5,16.3824,14.492,L1:,11,,,-4.3,11.1,11.90378091,,,,,,,,,,,,,,,,,,,,,0.09,0.06,20.06,0.05,,,,,,,,,19.258,0.098,18.005,0.053,17.461,0.071,16.821,0.08,,,22.01999939,20.50999924,19.42599947
ULAS J011645.47+144335.3,19.1892,14.7268,L3.5,13.5,,,98.2,-133.4,165.6466118,,,,,,,,,,,,,,,,,,,,,,0.07,20.06,0.06,15.746,0.051,15.455,0.112,12.338,,8.911,,19.309,0.085,17.96,0.054,17.007,0.034,16.3,0.038,,,,20.65000053,19.42599947
WISE J013525.64+171503.4,23.8569,17.2509,T6,26,21.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,20.06,0.09,16.893,0.1,14.643,0.06,12.365,,8.676,,18.027,0.056,17.07,0.02,17.43,0.057,17.743,0.07,,,,,19.42599947
CFBDS J030226.67-143719.2,45.6113,-14.6223,T4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,20.06,0.1,17.185,0.099,15.682,0.1,12.867,,9.281,,,,17.5,0.03,17.41,0.03,17.37,0.03,,,,21.26999947,19.42599947
ULAS J032042.15+061837.1,50.1756,6.3103,L0:,10,,,26.8,30,40.22735388,,,,,,,,,,,,,,,,,,,,,0.13,0.02,20.06,0.04,16.536,0.086,16.074,0.196,11.958,,8.19,,19.273,0.087,18.059,0.048,17.479,0.05,16.905,0.061,,,22.39000023,20.39000031,19.42599947
Roque 25,57.1279,22.7474,,10,,,-4.2,-6.5,7.738862966,,,,,,,,,,,,,,,,,,,,,0.1,0.06,20.06,0.07,15.959,0.065,15.515,0.123,12.333,,8.356,,18.936,0.065,17.714,0.039,16.861,0.035,16.251,0.027,,,22.36999977,20.55000015,19.42599947
ULAS J225630.91+072439.0,344.1286,7.411,M9,9,,,63.9,-69.2,94.19049846,,,,,,,,,,,,,,,,,,,,,0.08,0.05,20.06,0.09,16.146,0.062,15.973,0.181,12.378,,8.801,,19.421,0.07,17.944,0.032,17.261,0.036,16.732,0.043,,,22.24000061,20.60999962,19.42599947
CFHT-IC 348-22,56.2167,31.9892,L0,9.5,,,-14.3,23.2,27.25307322,,,,,,,,,,,,,,,,,,,,,,0.08,20.05,0.07,15.258,0.042,14.537,0.06,10.951,0.178,8.781,,18.787,0.067,17.612,0.031,16.68,0.026,15.848,0.025,,,,20.77999969,19.41599924
2MASS J01262109+1428057,21.5879,14.4683,L2: VL-G,14,58,4,84,-21.6,86.7326928,,,,,,,,,17.108,0.214,16.172,0.146,15.278,0.146,,,,,,,0.06,0.05,20.04,0.07,14.225,0.027,13.688,0.034,12.472,,9.06,,18.987,0.076,17.455,0.039,16.146,0.019,15.115,0.014,,,22.01999939,20.59999939,19.40600092
PSO J224.3820+47.4057,224.382,47.4056,T7,27,20.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,20.04,0.11,16.619,0.06,14.647,0.043,12.64,0.413,9.272,,18.012,0.055,17.11,0.02,17.432,0.062,17.077,0.059,,,,21.34999939,19.40600092
WISE J195436.15+691541.3,298.648,69.2608,T5.5,25.5,,,,,,,,,,,,,,17.73,0.12,17.19,0.16,17.06,0.38,,,,,,,,,20.04,0.08,17.15,0.058,14.975,0.04,13.2,,9.548,,,,,,,,,,,,,,19.40600092
ULAS J224051.81+000822.0,340.2159,0.1396,L1:,11,,,79.9,-54.8,96.88678961,,,,,,,,,,,,,,,,,,,,,0.07,0.06,20.04,0.06,16.145,0.063,15.863,0.166,12.075,,8.588,,19.276,0.078,17.819,0.036,17.117,0.046,16.577,0.049,,,22.07000053,20.30000015,19.40600092
CFBDS J025558.46-173020.2,43.9937,-17.5059,T1,21,,,57.2,-11.6,58.36437269,,,,,,,,,,,,,,,,,,,,,,0.09,20.03,0.06,15.506,0.036,14.794,0.053,12.771,,8.86,,,,,,,,,,,,,20.98000046,19.39600069
CFHT-IC 348-8,56.0644,32.3228,M9.5,8.2,,,15.1,38.5,41.35528987,,,,,,,,,,,,,,,,,,,,,,0.07,20.03,0.11,,,,,,,,,18.71,0.064,17.72,0.039,17.07,0.04,16.008,0.022,,,,20.52999969,19.39600069
WISE J103907.73-160002.9,159.783,-16.0003,T7.5,27.5,22.1,1,,,,,,,,,,,,17.26,0.12,17.19,0.2,17.101,0.086,,,,,,,,0.16,20.03,0.11,16.477,0.073,14.176,0.045,11.846,,8.858,,18.191,0.032,16.891,0.017,17.192,0.04,17.089,0.066,,,,21.26999947,19.39600069
ULAS J102940.52+093514.6,157.4188,9.5873,T8,28,14.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,20.02,0.12,16.78,0.117,14.376,0.074,11.754,,8.627,,18.24,0.02,17.28,0.01,17.63,0.01,17.64,0.02,,,,,19.38600046
WISE J174640.78-033818.0,266.6702,-3.6381,T6,26,30.5,2.5,-124,-81.2,148.2209162,,,,,,,,,17.53,0.17,17.57,0.34,17.08,,,,,,,,,,20.01,0.06,17.867,0.29,14.789,0.069,11.98,,8.97,,,,17.17,0.03,17.45,0.04,,,,,,,19.37600023
ULAS J001040.57+010013.1,2.6688,1.0039,L1:,11,,,82.5,-111.5,138.7029199,,,,,,,,,,,,,,,,,,,,,,0.16,19.99,0.12,16.526,0.085,16.227,0.237,12.311,,8.642,,19.361,0.084,18.089,0.038,17.457,0.067,16.71,0.059,,,,20.16999908,19.35599977
ULAS J120315.34+095054.8,180.8139,9.8486,L0,10,,,-17.6,-44.8,48.13314866,,,,,,,,,,,,,,,,,,,,0.18,0.11,0.04,19.99,0.06,16.606,0.092,15.953,0.175,12.396,,9.003,,19.005,0.053,17.937,0.037,17.309,0.043,16.741,0.05,,22.64999947,21.82000053,20.49000069,19.35599977
WISE J144901.85+114710.9,222.2583,11.7866,T5 pec,25,,,-223.4,-257.9,341.2037075,,,,,,,,,,,,,,,,,,,,,,0.08,19.99,0.05,17.068,0.095,14.857,0.061,12.735,0.452,9.385,,18.353,0.037,17.356,0.02,17.729,0.073,18.101,0.148,,,,20.92999931,19.35599977
ULAS J224922.85+071527.9,342.3454,7.2579,L1,11,,,-43.6,-38.5,58.1653677,,,,,,,,,,,,,,,,,,,,,0.07,0.11,19.99,0.06,,,,,,,,,19.638,0.107,18.089,0.051,17.542,0.062,16.855,0.057,,,22.19999969,20.59999939,19.35599977
ULAS J004757.41+154641.4,11.9893,15.7781,T2::,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98,0.17,15.515,0.043,14.864,0.068,11.842,,8.395,,19.118,0.067,17.827,0.05,17.164,0.045,16.415,0.042,,,,,19.34599954
CFBDS J025840.60-182648.3,44.6691,-18.4469,T2.5,22.5,,,65.6,63.1,91.02181057,,,,,,,,,,,,,,,,,,,,,,0.07,19.97,0.05,16.041,0.048,15.009,0.062,12.525,,9.122,,,,,,,,,,,,,20.77999969,19.33599931
ULAS J161710.39+235031.4,244.2931,23.8421,T6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.97,0.14,17.666,0.174,15.867,0.125,12.435,0.456,9.038,,18.987,0.055,17.722,0.021,18.163,0.076,,,,,,,19.33599931
ULAS J084849.71+071512.0,132.2072,7.2533,L1,11,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.11,19.96,0.07,,,,,,,,,18.956,0.068,18.021,0.031,17.417,0.032,16.758,0.038,,,22.16000069,20.50999924,19.32599908
ULAS J085035.45+062152.7,132.6478,6.3647,M9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.06,19.96,0.15,16.484,0.079,15.761,0.142,12.037,,8.748,,19.158,0.085,18.08,0.042,17.396,0.064,17.006,0.053,,,21.90000046,20.32000061,19.32599908
2MASS J09175418+6028065,139.4757,60.4685,L5,15,,,-150.4,-100.2,180.7213324,,,,,,,,,17.16,0.27,15.961,0.127,15.422,0.155,,,,,,,,0.05,19.96,0.02,14.589,0.028,14.16,0.042,12.66,,9.357,,18.6,0.275,,,16.052,0.127,15.395,0.155,,,,20.41999908,19.32599908
ULAS J230358.64+005807.3,345.9942,0.9686,L5,15,,,96.4,-7,96.65381524,,,,,,,,,,,,,,,,,,,,,,0.09,19.95,0.03,15.588,0.046,15.216,0.093,12.393,,8.647,,19.029,0.07,17.821,0.03,16.989,0.06,16.151,0.036,,,,20.24000069,19.31600076
ULAS J100310.96+075220.3,150.7956,7.8726,L4,14,,,42.8,-94,103.2852361,,,,,,,,,,,,,,,,,,,,,,0.08,19.94,0.05,15.637,0.047,15.307,0.1,12.183,,8.287,,19.085,0.057,17.727,0.027,16.869,0.028,16.208,0.025,,,,20.25999924,19.30600053
ULAS J105836.92+085429.1,164.6538,8.9081,L1:,11,,,11.9,-2.6,12.18072247,,,,,,,,,,,,,,,,,,,,,0.09,0.06,19.94,0.04,16.436,0.08,16.241,0.237,12.33,,8.753,,19.161,0.091,18.059,0.062,17.278,0.05,16.765,0.05,,,22.02999962,20.33999916,19.30600053
ULAS J014811.69+140028.4,27.0486,14.0077,M9.5,9.5,,,48.1,60.2,77.05614836,,,,,,,,,,,,,,,,,,,,,0.08,0.09,19.93,0.07,15.959,0.051,15.761,0.136,12.487,,9.095,,19.095,0.072,17.972,0.051,17.164,0.05,16.551,0.049,,,21.75000084,20.43999954,19.29600031
UGPS J065227.71+032431.0,103.1156,3.4087,T5.5,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,0.07,,,,,,,,,,,17.241,0.017,17.505,0.044,17.525,0.092,,,,,19.29600031
ULAS J082707.67-020408.2,126.7819,-2.0688,T5.5,25.5,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,0.07,,,,,,,,,18.357,0.046,17.162,0.021,17.431,0.053,17.521,0.108,,,,,19.29600031
ULAS J123433.51+010742.0,188.6394,1.1283,L1:,11,,,98.3,4.5,98.40294711,,,,,,,,,,,,,,,,,,,,,0.07,0.03,19.93,0.04,16.066,0.065,15.655,0.144,12.3,,8.402,,19.114,0.103,17.823,0.056,17.093,0.041,16.379,0.035,,,22.05000008,20.34999939,19.29600031
PSO J308.9834-09.7312,308.9834,-9.7313,L4.5,14.5,,,-18,5.9,18.94228075,,,,,,,,,,,,,,,,,,,,,,0.07,19.93,0.08,15.748,0.057,15.402,0.113,12.246,,8.868,,18.894,0.081,17.665,0.076,16.862,0.057,16.327,0.091,,,,20.33999916,19.29600031
ULAS J015144.10+134645.8,27.9338,13.7793,L5,15,,,12.5,31.6,33.98249549,,,,,,,,,,,,,,,,,,,,,0.11,0.05,19.92,0.05,15.474,0.039,15.004,0.07,12.807,,8.934,,18.904,0.063,17.662,0.035,16.839,0.037,16.094,0.032,,,22.41000069,20.48000046,19.28600008
ULAS J121816.52+134953.8,184.5694,13.8317,L2,12,,,-190.4,-48.8,196.5543182,,,,,,,,,,,,,,,,,,,,,,,19.92,0.06,16.336,0.07,16.092,0.18,12.615,,9.1,,19.147,0.078,17.953,0.05,17.321,0.038,16.599,0.043,,,,,19.28600008
ULAS J084302.02+001246.9,130.7587,0.2131,L9.5:,19.5,,,-166.5,-9.2,166.7539805,,,,,,,,,,,,,,,,,,,,,,0.08,19.91,0.07,15.622,0.046,14.959,0.078,11.806,,9.005,,18.792,0.057,17.758,0.036,16.799,0.032,16.288,0.033,,,,20.52999969,19.27599985
ULAS J094516.39+075545.6,146.3181,7.9292,T5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91,0.11,18.648,0.53,15.815,0.175,12.375,,8.544,,18.75,0.03,17.49,0.02,17.71,0.03,17.75,0.06,,,,,19.27599985
ULAS J232122.72-004557.3,350.3442,-0.7659,L3:,13,,,279.5,-90.9,293.9099522,,,,,,,,,,,,,,,,,,,,,,0.09,19.91,0.1,16.814,0.106,16.488,0.282,12.154,,8.632,,19.403,0.085,18.004,0.043,17.604,0.065,17.126,0.065,,,,20.39000031,19.27599985
WISE J125715.90+400854.2,194.315,40.148,T7,27,17.5,0.6,311.6,114.6,332.0056024,,,,,,,,,17.23,0.09,16.96,0.13,17,0.19,,,,,,,,,19.9,0.05,16.672,0.079,14.431,0.045,12.201,,8.478,,18.135,0.056,16.89,0.02,17.136,0.057,17.184,0.06,,,,,19.26599962
CFBDS J232304.41-015232.3,350.7683,-1.8758,T6,26,33.1,2.4,89.9,-78.2,119.1522136,,,,,,,,,,,,,,,,,,,,,,,19.9,0.07,16.618,0.093,15.068,0.085,11.846,,8.426,,18.3,0.02,17.23,0.03,17.46,0.04,17.3,0.03,,,,,19.26599962
ULAS J093744.66+071903.3,144.4361,7.3177,M9,9,,,-17.9,-72.7,74.87122278,,,,,,,,,,,,,,,,,,,,,0.13,0.03,19.88,0.09,15.618,0.048,15.24,0.092,12.635,,8.636,,18.986,0.055,17.882,0.03,17.189,0.032,16.62,0.038,,,21.61999977,20.24000069,19.24599916
WISEA J114724.10-204021.3,176.8508,-20.6723,L7: red,17,37.5,2.8,-119.1,-78.4,142.5881131,,,,,,,,,17.637,0.058,15.764,0.106,14.872,0.106,,,,,,,,0.1,19.88,0.09,13.718,0.026,13.09,0.03,12.155,,8.913,,18.866,0.058,17.44,0.02,16.12,0.06,14.745,0.054,,,,20.51999947,19.24599916
ULAS J134646.71+282009.2,206.6945,28.3359,T5.1,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.88,0.2,17.426,0.142,15.549,0.101,12.628,,8.92,,18.946,0.064,17.448,0.033,17.594,0.053,17.6,0.104,,,,,19.24599916
ULAS J000613.24+154020.7,1.5552,15.6723,L9,19,,,84.7,-38.5,93.039454,,,,,,,,,,,,,,,,,,,,,,0.08,19.87,0.06,15.337,0.041,14.704,0.068,12.026,,8.407,,18.954,0.079,17.876,0.052,16.713,0.037,16.143,0.036,,,,20.50999924,19.23600084
ULAS J150140.69-005146.8,225.4197,-0.8631,L7,17,,,,,,,,,,,,,,17.124,0.252,16.259,0.19,15.237,0.19,,,,,,,0.19,0.13,19.87,0.06,,,,,,,,,19.255,0.064,17.573,0.035,16.557,0.026,15.618,0.028,,,22.40000046,20.64000031,19.23600084
PSO J336.9036-18.9148,336.9029,-18.9153,L6:: (red) VL-G,16,,,35.9,-9.7,37.18736345,,,,,,,,,16.995,0.163,15.762,0.137,15.243,0.137,,,,,,,,0.05,19.87,0.06,14.168,0.029,13.667,0.038,12.455,,8.971,,18.83,0.07,17.374,0.047,16.097,0.024,15.144,0.069,,,,20.17999931,19.23600084
PSO J284.7214+39.3189,284.7214,39.3185,T4,24,,,-26.9,104.9,108.2941365,,,,,,,,,,,,,,,,,,,,,,,19.86,0.15,16.357,0.055,15.35,0.076,13.069,,9.342,,18.473,0.059,17.411,0.044,17.169,0.058,17.029,0.068,,,,,19.22600061
WISEPC J222623.05+044003.9,336.597,4.6688,T8,28,18.5,2.1,-393,-454.6,600.9244212,,,,,,,,,,,,,,,,,,,,,,,19.86,0.04,16.864,0.112,14.505,0.055,12.356,,8.836,,18.039,0.03,16.899,0.02,17.449,0.068,17.235,0.089,,,,,19.22600061
ULAS J092646.81-015150.0,141.6953,-1.8638,L5,15,,,-144.8,-73.1,162.2055794,,,,,,,,,,,,,,,,,,,,,,0.05,19.85,0.09,15.299,0.039,14.97,0.072,12.613,,8.967,,18.906,0.062,17.722,0.042,16.785,0.03,16.141,0.031,,,,20.44999977,19.21600038
ULAS J084410.65-015944.2,131.0444,-1.9955,M9:,9,,,-46.2,-23.9,52.01586297,,,,,,,,,,,,,,,,,,,,,0.1,0.05,19.84,0.07,16.771,0.103,16.371,0.241,12.517,,8.659,,19.058,0.077,18.017,0.048,17.438,0.05,16.825,0.055,,,21.97000015,20.24000069,19.20600015
ULAS J085540.39-021923.9,133.9182,-2.3233,M8,8,,,-7.3,-14.1,15.87765726,,,,,,,,,,,,,,,,,,,,,0.05,0.04,19.84,0.07,16.524,0.075,16.4,0.241,12.533,,8.397,,18.978,0.058,18.159,0.052,17.433,0.051,16.829,0.054,,,21.53999985,20.09999939,19.20600015
CFBDS J104209.98+580856.6,160.5413,58.1489,T6.5,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.84,0.06,16.934,0.088,15.237,0.072,12.533,,8.722,,18.85,0.03,17.77,0.03,18.21,0.05,17.77,0.04,,,,,19.20600015
ULAS J074502.79+233240.3,116.2623,23.5453,T8.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83,0.03,,,,,,,,,20.001,0.151,18.878,0.07,,,,,,,,,19.19599992
2MASS J11193254-1137466,169.8854,-11.6297,L7 VL-G,17,,,-154,-107.9,188.0383206,,,,,,,,,17.474,0.058,15.788,0.034,14.751,0.012,,,,,,,,0.07,19.83,0.05,13.548,0.026,12.883,0.027,12.244,0.411,8.94,,19.045,0.093,17.33,0.029,15.844,0.017,14.751,0.012,,,,20.41999908,19.19599992
ULAS J131106.96-013742.3,197.7789,-1.6284,L3:,13,,,20.7,-21.8,30.06210239,,,,,,,,,,,,,,,,,,,,,0.16,0.05,19.83,0.04,16.3,0.078,15.735,0.155,12.383,,8.978,,19.004,0.077,17.832,0.049,17.283,0.056,16.632,0.043,,,21.69999969,20.34999939,19.19599992
WISE J212321.92-261405.1,320.8411,-26.2347,T5.5,25.5,25,3,,,,,,,,,,,,,,,,,,,,,,,,,0.17,19.83,0.07,16.761,0.108,14.454,0.073,11.634,,8.598,,18.069,0.057,17.03,0.02,17.517,0.059,17.691,0.074,,,,21.09999939,19.19599992
2MASS J10020752+1358556,150.5312,13.9816,L7 pec,17,,,-154.6,-199.1,252.075326,,,,,,,,,17.72,0.08,16.56,0.06,15.78,0.07,,,,,,,,0.06,19.82,0.12,15.223,0.042,14.834,0.073,12.464,,8.619,,19.016,0.058,17.592,0.026,16.65,0.021,15.826,0.019,,,,20.58000084,19.18599969
ULAS J153256.84-012511.0,233.237,-1.4198,L4.5,14.5,,,-54.1,-11,55.2069742,,,,,,,,,,,,,,,,,,,,,,0.15,19.82,0.04,15.418,0.041,14.888,0.074,12.139,,8.586,,19.129,0.105,17.647,0.041,16.827,0.039,16.056,0.032,,,,20.42999931,19.18599969
ULAS J002707.24+142349.0,6.7801,14.3969,M8:,8,,,31.3,3,31.44344129,,,,,,,,,,,,,,,,,,,,,0.06,0.06,19.81,0.09,,,,,,,,,18.956,0.059,17.981,0.041,17.373,0.058,16.862,0.063,,,21.63,20.14000031,19.17599947
ULAS J085559.77+003048.3,133.9991,0.5135,L3.5,13.5,,,-35.6,-15.5,38.82795385,,,,,,,,,,,,,,,,,,,,,0.1,0.06,19.8,0.06,15.283,0.039,14.858,0.073,11.99,0.385,8.255,,18.954,0.054,17.541,0.023,16.777,0.02,15.998,0.022,,,21.94999969,20.21,19.16599924
WISE J105257.95-194250.2,163.2415,-19.7139,T7.5,27.5,14.7,0.5,,,,,,,,,,,,17.15,0.06,17.06,0.12,16.61,0.25,,,,,,,,,19.8,0.09,16.585,0.084,14.111,0.044,11.687,,8.955,,17.723,0.054,16.83,0.02,17.084,0.054,17.003,0.055,,,,,19.16599924
Ross 458C,195.1735,12.354,T8,28,11.513,0.02,-634.3,-74.8,638.6951777,,,,,,,,,16.98,0.01,16.96,0.04,16.79,0.06,,,,,,,,,19.8,0.04,16.041,0.06,13.845,0.039,11.702,0.266,9.078,,17.715,0.025,16.687,0.015,17.014,0.038,16.903,0.057,,,,,19.16599924
WISE J191359.78+644456.6,288.499,64.7491,T5:,25,,,,,,,,,,,,,,17.32,0.1,16.89,0.14,16.49,,,,,,,,,0.18,19.8,0.05,17.17,0.074,14.948,0.043,12.741,,9.279,,,,,,,,,,,,,21.17999931,19.16599924
PSO J331.9397-07.0570,331.9393,-7.0567,L7,17,,,70.7,-90,114.4486348,,,,,,,,,17.411,0.246,15.958,0.247,15.659,0.247,,,,,,,,0.01,19.8,0.06,14.536,0.03,13.949,0.04,11.954,,8.707,,18.847,0.072,17.544,0.05,16.446,0.03,15.503,0.071,,,,20.24000069,19.16599924
ULAS J223756.91+071656.8,339.4874,7.2826,L7.5,17.5,,,-53.2,-105.3,117.9759721,,,,,,,,,,,,,,,,,,,,,0.13,0.06,19.8,0.06,14.873,0.035,14.447,0.068,11.636,,8.385,,18.871,0.064,17.491,0.035,16.447,0.023,15.656,0.022,,,22.70999992,20.40000053,19.16599924
ULAS J100731.32+104758.8,151.8807,10.7997,L2,12,,,-55.7,1.9,55.73239632,,,,,,,,,,,,,,,,,,,,,0.07,0.05,19.79,0.05,15.76,0.05,15.479,0.121,12.121,,8.841,,18.899,0.06,17.634,0.034,16.851,0.032,16.242,0.024,,,21.82000053,20.38000008,19.15600092
